batch,info,cell,team,x,y,same_side,endorsed,spoken_endorse
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:12,TBN11,TBN32,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:12,TBN11,TBN41,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:12,TBN41,TBN16,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:12,TBN41,TBN32,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:12,TBN41,TBN11,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN10,TBN39,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN10,TBN17,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN10,TBN36,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN39,TBN10,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN39,TBN17,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN39,TBN36,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN17,TBN10,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN17,TBN39,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN17,TBN36,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN36,TBN10,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN36,TBN39,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:13,TBN36,TBN17,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN17,TBN33,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN17,TBN09,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN17,TBN39,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN33,TBN17,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN33,TBN09,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN33,TBN39,1,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN09,TBN17,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN09,TBN33,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN09,TBN39,0,1,1
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN39,TBN17,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN39,TBN33,1,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:14,TBN39,TBN09,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN07,TBN41,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN07,TBN16,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN07,TBN32,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN41,TBN07,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN41,TBN16,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN41,TBN32,1,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN16,TBN07,1,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN16,TBN41,0,1,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN16,TBN32,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN32,TBN07,0,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN32,TBN41,1,0,0
faultline_design_r1_nonote_rep2_20260817,noinfo,crosscut,20260817-faultline-design-r1-nonote-rep2:15,TBN32,TBN16,0,0,0
